dish_id,restaurant_id,name,description,category,subcategory,price_pen,delivery_price_pen,portion,protein,ingredients,includes_drink,includes_side,includes_dessert,vegetarian,vegan,gluten_free,calories,protein_g,carbs_g,fat_g,availability,price_confidence,data_confidence,verified_at,source_url,notes
DISH-000021,REST-0003,Arroz Chaufa de Pollo,Arroz chaufa de pollo.,chifa,arroz_chaufa,15.9,,,pollo,"arroz, pollo, huevo, cebolla china",False,False,False,False,,,,,,,available,high,high,2026-09-05,https://www.chinawok.com.pe/menu,Precio publicado en menú oficial; promociones sujetas a vigencia.
DISH-000022,REST-0003,Tallarín Taypá,Tallarín Taypá.,chifa,tallarin,16.9,,,pollo,"tallarín, pollo, verduras",False,False,False,False,,,,,,,available,high,high,2026-09-05,https://www.chinawok.com.pe/menu,Precio publicado en menú oficial; promociones sujetas a vigencia.
DISH-000023,REST-0003,Tallarín Saltado,Tallarín saltado.,chifa,tallarin,17.9,,,pollo,"tallarín, pollo, verduras",False,False,False,False,,,,,,,available,high,high,2026-09-05,https://www.chinawok.com.pe/menu,Precio publicado en menú oficial; promociones sujetas a vigencia.
DISH-000024,REST-0003,Mandarin,"Pollo Mandarin, ligeramente picante.",chifa,pollo_oriental,19.9,,,pollo,"pollo, salsa mandarin",False,False,False,False,,,,,,,available,high,high,2026-09-05,https://www.chinawok.com.pe/menu,Precio publicado en menú oficial; promociones sujetas a vigencia.
DISH-000025,REST-0003,Honey Chicken,Pollo Honey Chicken dulce.,chifa,pollo_oriental,19.9,,,pollo,"pollo, salsa dulce honey",False,False,False,False,,,,,,,available,high,high,2026-09-05,https://www.chinawok.com.pe/menu,Precio publicado en menú oficial; promociones sujetas a vigencia.
DISH-000026,REST-0003,Tipakay,Pollo Tipakay dulce.,chifa,pollo_oriental,19.9,,,pollo,"pollo, salsa tipakay",False,False,False,False,,,,,,,available,high,high,2026-09-05,https://www.chinawok.com.pe/menu,Precio publicado en menú oficial; promociones sujetas a vigencia.
DISH-000027,REST-0003,Chi Jau Kay,Pollo Chi Jau Kay salado.,chifa,pollo_oriental,19.9,,,pollo,"pollo, salsa chi jau kay",False,False,False,False,,,,,,,available,high,high,2026-09-05,https://www.chinawok.com.pe/menu,Precio publicado en menú oficial; promociones sujetas a vigencia.
DISH-000028,REST-0003,Combo Chaufa,Arroz Chaufa de Pollo con gaseosa de 500 ml.,chifa,combo,16.9,,,pollo,"arroz chaufa de pollo, gaseosa 500 ml",True,False,False,False,,,,,,,available,high,high,2026-09-05,https://www.chinawok.com.pe/menu,Precio publicado en menú oficial; promociones sujetas a vigencia.
DISH-000029,REST-0003,Combo Tallarín Taypá,Tallarín Taypá con gaseosa de 500 ml.,chifa,combo,17.9,,,pollo,"tallarín taypá, gaseosa 500 ml",True,False,False,False,,,,,,,available,high,high,2026-09-05,https://www.chinawok.com.pe/menu,Precio publicado en menú oficial; promociones sujetas a vigencia.
DISH-000030,REST-0003,Combo Combinado,Combinado Taypá con gaseosa de 500 ml.,chifa,combo,18.9,,,pollo,"combinado taypá, gaseosa 500 ml",True,False,False,False,,,,,,,available,high,high,2026-09-05,https://www.chinawok.com.pe/menu,Precio publicado en menú oficial; promociones sujetas a vigencia.
DISH-000031,REST-0003,Días Encájate Personal,Un Encájate a elección y gaseosa de 500 ml.,chifa,promocion,14.9,,,,"encájate a elección, gaseosa 500 ml",True,False,False,,,,,,,,available,high,high,2026-09-05,https://www.chinawok.com.pe/menu,Precio publicado en menú oficial; promociones sujetas a vigencia.
DISH-000032,REST-0003,Menú Encájate,"Un Encájate, dos wantanes o sopa personal y gaseosa de 500 ml.",chifa,combo,18.9,,,,"encájate, wantanes o sopa, gaseosa 500 ml",True,True,False,,,,,,,,available,high,high,2026-09-05,https://www.chinawok.com.pe/menu,Precio publicado en menú oficial; promociones sujetas a vigencia.
DISH-000033,REST-0003,Mostrazo Personal,"Broaster personal: arroz chaufa, papas, una pieza de pollo, salsa y gaseosa 500 ml.",pollo,combo,22.9,,personal,pollo,"pollo broaster, arroz chaufa, papas, salsa, gaseosa",True,True,False,False,,,,,,,available,high,high,2026-09-05,https://www.chinawok.com.pe/menu,Precio publicado en menú oficial; promociones sujetas a vigencia.
DISH-000034,REST-0003,2 Wantanes,Dos wantanes.,snack,acompanamiento,4.9,,2 unidades,,wantanes,False,False,False,,,,,,,,available,high,high,2026-09-05,https://www.chinawok.com.pe/menu,Precio publicado en menú oficial; promociones sujetas a vigencia.
DISH-000035,REST-0003,6 Wantanes,Seis wantanes.,snack,acompanamiento,9.9,,6 unidades,,wantanes,False,False,False,,,,,,,,available,high,high,2026-09-05,https://www.chinawok.com.pe/menu,Precio publicado en menú oficial; promociones sujetas a vigencia.
DISH-000036,REST-0003,2 Tequeños de Lomo,Dos tequeños de lomo.,snack,acompanamiento,5.9,,2 unidades,lomo,"tequeños, lomo",False,False,False,False,,,,,,,available,high,high,2026-09-05,https://www.chinawok.com.pe/menu,Precio publicado en menú oficial; promociones sujetas a vigencia.
DISH-000037,REST-0003,Inca Kola 500 ml,Gaseosa Inca Kola.,bebida,gaseosa,5.9,,500 ml,,Inca Kola,False,False,False,True,,,,,,,available,high,high,2026-09-05,https://www.chinawok.com.pe/menu,Precio publicado en menú oficial; promociones sujetas a vigencia.
DISH-000038,REST-0001,Americano,Shots de espresso con agua caliente.,cafe,cafe_caliente,11.0,,Tall,,"espresso, agua caliente",False,False,False,True,,,,,,,available,high,high,2026-09-05,https://exynia.com/precios-menu-starbucks-peru/,Precio Tall cuando corresponde; precios pueden variar por local.
DISH-000039,REST-0001,Latte,Espresso con leche vaporizada.,cafe,cafe_caliente,13.0,,Tall,,"espresso, leche vaporizada",False,False,False,True,,,,,,,available,high,high,2026-09-05,https://exynia.com/precios-menu-starbucks-peru/,Precio Tall cuando corresponde; precios pueden variar por local.
DISH-000040,REST-0001,Vainilla Latte,Latte con jarabe de vainilla.,cafe,cafe_caliente,14.5,,Tall,,"espresso, leche, jarabe de vainilla",False,False,False,True,,,,,,,available,high,high,2026-09-05,https://exynia.com/precios-menu-starbucks-peru/,Precio Tall cuando corresponde; precios pueden variar por local.
DISH-000041,REST-0001,Flat White,Espresso ristretto con leche vaporizada de microespuma.,cafe,cafe_caliente,15.0,,Tall,,"espresso ristretto, leche vaporizada",False,False,False,True,,,,,,,available,high,high,2026-09-05,https://exynia.com/precios-menu-starbucks-peru/,Precio Tall cuando corresponde; precios pueden variar por local.
DISH-000042,REST-0001,Caramel Macchiato,"Vainilla, leche vaporizada, espresso y salsa de caramelo.",cafe,cafe_caliente,15.5,,Tall,,"vainilla, leche, espresso, caramelo",False,False,False,True,,,,,,,available,high,high,2026-09-05,https://exynia.com/precios-menu-starbucks-peru/,Precio Tall cuando corresponde; precios pueden variar por local.
DISH-000043,REST-0001,Algarrobina Latte,Latte con algarrobina.,cafe,cafe_caliente,16.0,,Tall,,"espresso, leche, algarrobina",False,False,False,True,,,,,,,available,high,high,2026-09-05,https://exynia.com/precios-menu-starbucks-peru/,Precio Tall cuando corresponde; precios pueden variar por local.
DISH-000044,REST-0001,Black Cold Brew,"Café de infusión en frío durante 20 horas, sin azúcar.",cafe,cafe_frio,11.5,,Tall,,café cold brew,False,False,False,True,,,,,,,available,high,high,2026-09-05,https://exynia.com/precios-menu-starbucks-peru/,Precio Tall cuando corresponde; precios pueden variar por local.
DISH-000045,REST-0001,Café Frappuccino,"Base de café, leche y hielo licuados.",cafe,frappuccino,13.5,,Tall,,"café, leche, hielo",False,False,False,True,,,,,,,available,high,high,2026-09-05,https://exynia.com/precios-menu-starbucks-peru/,Precio Tall cuando corresponde; precios pueden variar por local.
DISH-000046,REST-0001,Té Chai Teavana,Té negro con especias.,bebida,te,10.0,,Tall,,"té negro, especias",False,False,False,True,,,,,,,available,high,high,2026-09-05,https://exynia.com/precios-menu-starbucks-peru/,Precio Tall cuando corresponde; precios pueden variar por local.
DISH-000047,REST-0001,Chocolate Caliente,Chocolate con leche vaporizada y crema chantilly.,bebida,chocolate,14.0,,Tall,,"chocolate, leche, crema chantilly",False,False,False,True,,,,,,,available,high,high,2026-09-05,https://exynia.com/precios-menu-starbucks-peru/,Precio Tall cuando corresponde; precios pueden variar por local.
DISH-000048,REST-0001,Croissant de Mantequilla,Croissant hojaldrado de mantequilla.,desayuno,panaderia,7.5,,,,"harina, mantequilla",False,False,False,True,,,,,,,available,high,high,2026-09-05,https://exynia.com/precios-menu-starbucks-peru/,Precio Tall cuando corresponde; precios pueden variar por local.
DISH-000049,REST-0001,Sándwich Eggmont,Sándwich de huevo.,desayuno,sandwich,13.5,,,huevo,"pan, huevo",False,False,False,False,,,,,,,available,high,high,2026-09-05,https://exynia.com/precios-menu-starbucks-peru/,Precio Tall cuando corresponde; precios pueden variar por local.
DISH-000050,REST-0001,Sándwich Chicken Panino,Panino de pollo.,sanducheria,sandwich_pollo,14.5,,,pollo,"panino, pollo",False,False,False,False,,,,,,,available,high,high,2026-09-05,https://exynia.com/precios-menu-starbucks-peru/,Precio Tall cuando corresponde; precios pueden variar por local.
DISH-000051,REST-0001,Egg Bites,Bocaditos de huevo horneados.,desayuno,huevo,10.0,,2 unidades,huevo,huevo,False,False,False,False,,,,,,,available,high,high,2026-09-05,https://exynia.com/precios-menu-starbucks-peru/,Precio Tall cuando corresponde; precios pueden variar por local.
DISH-000052,REST-0001,Galleta de Chocochips,Galleta con chispas de chocolate.,postre,galleta,7.5,,,,"harina, chocolate",False,False,True,True,,,,,,,available,high,high,2026-09-05,https://exynia.com/precios-menu-starbucks-peru/,Precio Tall cuando corresponde; precios pueden variar por local.
DISH-000053,REST-0001,Brownie Cookies & Creme,Brownie con galleta cookies and cream.,postre,brownie,9.5,,,,"chocolate, galleta",False,False,True,True,,,,,,,available,high,high,2026-09-05,https://exynia.com/precios-menu-starbucks-peru/,Precio Tall cuando corresponde; precios pueden variar por local.
DISH-000054,REST-0001,Torta de Chocolate,Porción de torta de chocolate.,postre,torta,13.5,,,,"chocolate, harina, crema",False,False,True,True,,,,,,,available,high,high,2026-09-05,https://exynia.com/precios-menu-starbucks-peru/,Precio Tall cuando corresponde; precios pueden variar por local.
DISH-000055,REST-0005,Maki Acevichado,"6 makis de langostino empanizado y palta, cubiertos con atún, salsa acevichada e hilos de camote.",sushi,maki,20.0,,6 piezas,langostino y atún,"langostino empanizado, palta, atún, salsa acevichada, camote",False,False,False,False,,,,,,,available,high,high,2026-09-05,https://exynia.com/precios-menu-sushi-pop-peru/,Precio de plataforma oficial; ubicación específica cerca de ULima requiere confirmación.
DISH-000056,REST-0005,Maki Furai,"6 makis rellenos de salmón, palta y queso crema.",sushi,maki,20.0,,6 piezas,salmón,"salmón, palta, queso crema",False,False,False,False,,,,,,,available,high,high,2026-09-05,https://exynia.com/precios-menu-sushi-pop-peru/,Precio de plataforma oficial; ubicación específica cerca de ULima requiere confirmación.
DISH-000057,REST-0005,Maki California,"6 makis rellenos de salmón, queso crema y palta.",sushi,maki,20.0,,6 piezas,salmón,"salmón, queso crema, palta, ajonjolí",False,False,False,False,,,,,,,available,high,high,2026-09-05,https://exynia.com/precios-menu-sushi-pop-peru/,Precio de plataforma oficial; ubicación específica cerca de ULima requiere confirmación.
DISH-000058,REST-0005,Maki A Lo Pobre,"6 makis de lomo, huevos endiablados, plátano frito y chalaquita.",sushi,maki,20.0,,6 piezas,lomo,"lomo, huevo, plátano frito, chalaquita",False,False,False,False,,,,,,,available,high,high,2026-09-05,https://exynia.com/precios-menu-sushi-pop-peru/,Precio de plataforma oficial; ubicación específica cerca de ULima requiere confirmación.
DISH-000059,REST-0005,Combinado x12,Escoge 2 sabores de makis; incluye palito y salsas.,sushi,combinado,29.0,,12 piezas,,"makis a elección, salsas",False,False,False,,,,,,,,available,high,high,2026-09-05,https://exynia.com/precios-menu-sushi-pop-peru/,Precio de plataforma oficial; ubicación específica cerca de ULima requiere confirmación.
DISH-000060,REST-0005,Combinado Tokio x18,"18 makis: acevichado, furai y california.",sushi,combinado,35.0,,18 piezas,salmón y langostino,"acevichado, furai, california, salsas",False,False,False,False,,,,,,,available,high,high,2026-09-05,https://exynia.com/precios-menu-sushi-pop-peru/,Precio de plataforma oficial; ubicación específica cerca de ULima requiere confirmación.
DISH-000061,REST-0005,Acevichado Poké,"Shari, bonito, palta, kiuri, ebi furai, chips de camote y salsa acevichada.",sushi,poke,28.0,,,bonito y langostino,"shari, bonito, palta, kiuri, ebi furai, camote, salsa acevichada",False,False,False,False,,,,,,,available,high,high,2026-09-05,https://exynia.com/precios-menu-sushi-pop-peru/,Precio de plataforma oficial; ubicación específica cerca de ULima requiere confirmación.
DISH-000062,REST-0005,Pollito Poké,"Pollo a la plancha, coleslaw, palta, ajonjolí y base a elección.",sushi,poke,30.0,,,pollo,"pollo a la plancha, coleslaw, palta, ajonjolí, base a elección",False,False,False,False,,,,,,,available,high,high,2026-09-05,https://exynia.com/precios-menu-sushi-pop-peru/,Precio de plataforma oficial; ubicación específica cerca de ULima requiere confirmación.
DISH-000063,REST-0005,Salsa Acevichada,Salsa acevichada a base de mayonesa y ponzu.,snack,salsa,3.0,,,,"mayonesa, ponzu",False,False,False,True,,,,,,,available,high,high,2026-09-05,https://exynia.com/precios-menu-sushi-pop-peru/,Precio de plataforma oficial; ubicación específica cerca de ULima requiere confirmación.
DISH-000064,REST-0005,Wasabi,Condimento picante.,snack,salsa,2.0,,,,wasabi,False,False,False,True,,,,,,,available,high,high,2026-09-05,https://exynia.com/precios-menu-sushi-pop-peru/,Precio de plataforma oficial; ubicación específica cerca de ULima requiere confirmación.
DISH-000065,REST-0005,Agua sin gas,Agua embotellada.,bebida,agua,5.0,,600 ml,,agua,False,False,False,True,,,,,,,available,high,high,2026-09-05,https://exynia.com/precios-menu-sushi-pop-peru/,Precio de plataforma oficial; ubicación específica cerca de ULima requiere confirmación.
DISH-000066,REST-0015,Menú Universitario ULima,"Menú económico del comedor: entrada (sopa o ensalada fresca), segundo criollo y refresco natural.",menu_economico,menu_completo,10.0,,completo,pollo o legumbres,"arroz, guiso de pollo o lentejas, ensalada fresca, papa, refresco",True,True,False,False,False,False,,,,,available,high,high,2026-09-05,https://www.ulima.edu.pe/,Tarifa oficial de menú universitario dentro del campus ULima.
DISH-000067,REST-0015,Menú Administrativo ULima,"Menú ejecutivo del campus: entrada especial (ensalada fresca, papa a la huancaína o sopa criolla), plato de fondo y bebida.",menu_economico,menu_completo,12.0,,completo,pollo o res,"arroz, ají de gallina o seco de res, ensalada fresca, papa a la huancaína, refresco",True,True,False,False,False,False,,,,,available,high,high,2026-09-05,https://www.ulima.edu.pe/,Tarifa oficial de menú administrativo dentro del campus ULima.
DISH-000068,REST-0015,Menú Dietético ULima,"Opción saludable del campus: ensalada fresca abundante, pechuga a la plancha o pescado al vapor y agua o infusión.",menu_economico,menu_completo,13.0,,completo,pechuga de pollo a la plancha,"pechuga de pollo a la plancha, ensalada fresca mixta, verduras al vapor, infusión",True,True,False,False,False,True,,,,,available,high,high,2026-09-05,https://www.ulima.edu.pe/,Tarifa oficial de menú dietético dentro del campus ULima.
DISH-000069,REST-0015,Lomo Saltado a la Carta,"Lomo fino salteado al wok con cebolla, tomate, papas fritas y arroz blanco.",pollo,plato_fuerte,16.0,,regular,carne de res,"lomo de res, cebolla, tomate, papas fritas, arroz, sillao",False,True,False,False,False,False,,,,,available,high,high,2026-09-05,https://www.ulima.edu.pe/,Plato a la carta en concesionario Alessar F2.
DISH-000070,REST-0015,Pechuga a la Plancha,Filete de pechuga de pollo a la plancha con papas doradas y ensalada fresca.,pollo,plato_fuerte,14.0,,regular,pechuga de pollo,"pechuga de pollo, papas doradas, lechuga, tomate, vinagreta",False,True,False,False,False,True,,,,,available,high,high,2026-09-05,https://www.ulima.edu.pe/,Plato a la carta en concesionario Alessar F2.
DISH-000071,REST-0015,Milanesa de Pollo,Milanesa de pollo crocante servida con papas fritas y arroz blanco.,pollo,plato_fuerte,15.0,,regular,pechuga de pollo,"pechuga de pollo apanada, papas fritas, arroz",False,True,False,False,False,False,,,,,available,high,high,2026-09-05,https://www.ulima.edu.pe/,Plato a la carta en concesionario Alessar F2.
DISH-000072,REST-0015,Tallarines Verdes con Milanesa,"Tallarines con salsa albahaca, espinaca y queso fresco, acompañados de milanesa de pollo.",pollo,tallarin,16.0,,regular,pechuga de pollo,"fideos, salsa verde de albahaca y espinaca, queso fresco, milanesa de pollo",False,False,False,False,False,False,,,,,available,high,high,2026-09-05,https://www.ulima.edu.pe/,Plato a la carta en concesionario Alessar F2.
DISH-000073,REST-0016,Menú Universitario Marianne,"Menú del día estudiantil: sopa de verduras, arroz tapado con carne o pollo, y chicha morada.",menu_economico,menu_completo,10.0,,completo,carne de res molida o pollo,"arroz, carne molida, huevo, aceituna, sopa de verduras, chicha morada",True,True,False,False,False,False,,,,,available,high,high,2026-09-05,https://www.ulima.edu.pe/,Comedor Marianne 02 - Campus ULima.
DISH-000074,REST-0016,Menú Administrativo Marianne,"Menú administrativo: ensalada mixta o tequeños, arroz con pollo criollo y bebida.",menu_economico,menu_completo,12.0,,completo,pollo,"arroz con pollo, cilantro, salsa criolla, ensalada fresca, refresco",True,True,False,False,False,False,,,,,available,high,high,2026-09-05,https://www.ulima.edu.pe/,Comedor Marianne 02 - Campus ULima.
DISH-000075,REST-0016,Menú Dietético Marianne,"Filete de pescado al vapor con verduras salteadas, porción de arroz y agua de manzana.",menu_economico,menu_completo,13.0,,completo,filete de pescado blanco,"pescado al vapor, verduras salteadas, arroz, agua de manzana",True,True,False,False,False,True,,,,,available,high,high,2026-09-05,https://www.ulima.edu.pe/,Comedor Marianne 02 - Campus ULima.
DISH-000076,REST-0016,Ají de Gallina Clásico,"Pechuga deshilachada en crema de ají amarillo, leche evaporada y queso, con papa y arroz.",pollo,plato_fuerte,14.0,,regular,pechuga de pollo,"pollo, ají amarillo, leche, queso fresco, papa sancochada, arroz",False,True,False,False,False,False,,,,,available,high,high,2026-09-05,https://www.ulima.edu.pe/,Comedor Marianne 02 - Campus ULima.
DISH-000077,REST-0017,Lasagna Bolognesa,"Capas de pasta rellenas de salsa boloñesa con carne de res, salsa blanca y queso gratinado.",chifa,plato_fuerte,15.0,,regular,carne de res,"pasta, salsa bolognesa de carne, salsa bechamel, queso mozzarella",False,False,False,False,False,False,,,,,available,high,high,2026-09-05,https://www.ulima.edu.pe/,Cayetana dentro del campus ULima.
DISH-000078,REST-0017,Spaguetti a la Huancaína con Lomo,Pasta al dente bañada en salsa huancaína artesanal con trozos de lomo saltado.,pollo,tallarin,16.0,,regular,lomo de res,"fideos, salsa huancaína, queso fresco, leche, lomo de res, cebolla",False,False,False,False,False,False,,,,,available,high,high,2026-09-05,https://www.ulima.edu.pe/,Cayetana dentro del campus ULima.
DISH-000079,REST-0017,Menú Ejecutivo Cayetana,"Entrada del día, plato criollo o pasta, y bebida natural.",menu_economico,menu_completo,12.0,,completo,pollo o carne,"guiso del día, ensalada, arroz, bebida",True,True,False,False,False,False,,,,,available,high,high,2026-09-05,https://www.ulima.edu.pe/,Cayetana dentro del campus ULima.
DISH-000080,REST-0018,Empanada de Carne Artesanal,"Empanada horneada rellena de carne picada sazonada con cebolla, huevo y aceituna.",snack,panaderia,6.0,,individual,carne de res,"harina, mantequilla, carne de res picada, cebolla, huevo",False,False,False,False,False,False,,,,,available,high,high,2026-09-05,https://www.ulima.edu.pe/,Jacinta y Cornelia - Campus ULima.
DISH-000081,REST-0018,Sándwich de Pollo al Apio,"Pan croissant o ciabatta con pechuga deshilachada, apio fresco y mayonesa suave.",sanducheria,sandwich_pollo,9.0,,individual,pechuga de pollo,"pan ciabatta, pollo, apio, mayonesa",False,False,False,False,False,False,,,,,available,high,high,2026-09-05,https://www.ulima.edu.pe/,Jacinta y Cornelia - Campus ULima.
DISH-000082,REST-0018,Quiche de Espinaca y Queso,"Tarta salada horneada con relleno de espinaca, crema y queso andino.",snack,panaderia,8.5,,individual,huevo y queso,"masa quebrada, espinaca, queso andino, huevo, crema de leche",False,False,False,True,False,False,,,,,available,high,high,2026-09-05,https://www.ulima.edu.pe/,Jacinta y Cornelia - Campus ULima.
DISH-000083,REST-0011,Smash Burger Simple,"Carne de res smash con queso cheddar fundido, pepinillos y salsa de la casa en pan brioche.",hamburguesa,hamburguesa_res,14.0,,regular,carne de res,"carne de res smash, queso cheddar, pan brioche, pepinillos, salsa",False,False,False,False,False,False,,,,,available,high,high,2026-09-05,https://www.ulima.edu.pe/,La Bendita Burger - Food court campus.
DISH-000084,REST-0011,Combo Smash con Papas,Smash burger con papas fritas crocantes y gaseosa personal.,hamburguesa,combo,17.5,,combo,carne de res,"carne de res smash, queso cheddar, papas fritas, gaseosa",True,True,False,False,False,False,,,,,available,high,high,2026-09-05,https://www.ulima.edu.pe/,La Bendita Burger - Food court campus.
